filename,height,weight,label,xmin,ymin,xmax,ymax,path
Bear_85,682,1024,Bear,137.680896,17.222546,402.715648,273.83323,./Bear_85.jpg
Bear_86,683,1024,Bear,387.84,194.13592,981.12,581.7671059999999,./Bear_86.jpg
Bear_9,768,1024,Bear,334.39948799999996,180.80025600000002,722.400256,759.2002560000001,./Bear_9.jpg
Cheetah_0,740,1024,Cheetah,69.12,172.83736,990.08,562.68194,./Cheetah_0.jpg
Cheetah_1,768,994,Cheetah,405.75378200000006,0.0,993.352906,767.353344,./Cheetah_1.jpg
Cheetah_10,768,1024,Cheetah,197.76,289.280256,723.2,658.5600000000001,./Cheetah_10.jpg
Cheetah_100,683,1024,Cheetah,0.0,151.84865800000003,1023.36,682.3593460000001,./Cheetah_100.jpg
Cheetah_101,1024,683,Cheetah,133.185,192.284672,681.861439,1022.8623359999999,./Cheetah_101.jpg
Cheetah_102,683,1024,Cheetah,455.68,0.0,1023.36,682.3593460000001,./Cheetah_102.jpg
Cheetah_103,1024,683,Cheetah,0.0,0.0,682.3593460000001,1023.36,./Cheetah_103.jpg
Cheetah_104,1024,1009,Cheetah,99.572156,149.807104,873.3914090000001,1023.051776,./Cheetah_104.jpg
Cheetah_105,744,1024,Cheetah,0.64,52.547976,849.28,743.3594159999999,./Cheetah_105.jpg
Cheetah_106,1024,768,Cheetah,0.0,0.0,767.360256,1023.36,./Cheetah_106.jpg
Cheetah_107,768,1024,Cheetah,0.0,0.0,828.16,767.360256,./Cheetah_107.jpg
Cheetah_108,1024,768,Cheetah,57.64838400000001,189.44,767.359488,1023.36,./Cheetah_108.jpg
Cheetah_109,806,1024,Cheetah,60.8,35.23832,1023.36,805.3592299999999,./Cheetah_109.jpg
Cheetah_11,819,1024,Cheetah,0.0,0.0,1022.577664,817.578216,./Cheetah_11.jpg
Cheetah_110,721,1024,Cheetah,0.0,0.0,1023.36,720.360473,./Cheetah_110.jpg
Cheetah_111,768,1024,Cheetah,51.84,15.999744,1023.36,767.360256,./Cheetah_111.jpg
Cheetah_112,814,1024,Cheetah,0.0,78.072368,1022.72,812.7203920000001,./Cheetah_112.jpg
Cheetah_113,768,1024,Cheetah,30.72,6.399744,1018.88,767.360256,./Cheetah_113.jpg
Cheetah_114,768,1024,Cheetah,78.72,17.28,893.44,646.400256,./Cheetah_114.jpg
Cheetah_115,680,1024,Cheetah,252.99967999999998,402.99996000000004,542.999552,547.00016,./Cheetah_115.jpg
Cheetah_116,684,1024,Cheetah,274.56,78.77559600000001,1023.36,683.359776,./Cheetah_116.jpg
Cheetah_117,768,1024,Cheetah,0.0,260.480256,743.68,767.360256,./Cheetah_117.jpg
Cheetah_118,768,1024,Cheetah,0.0,165.12,817.92,767.360256,./Cheetah_118.jpg
Cheetah_119,685,1024,Cheetah,353.28,207.22688499999998,652.8,558.36131,./Cheetah_119.jpg
Cheetah_12,1024,677,Cheetah,146.672727,242.071552,676.3595580000001,654.488576,./Cheetah_12.jpg
Cheetah_120,680,1024,Cheetah,3.2,16.64776,1023.36,679.35944,./Cheetah_120.jpg
Cheetah_121,1024,993,Cheetah,94.92484200000001,0.0,992.1748170000001,955.512832,./Cheetah_121.jpg
Cheetah_122,683,1024,Cheetah,0.0,15.377061999999999,725.12,682.3593460000001,./Cheetah_122.jpg
Cheetah_123,752,1024,Cheetah,93.498368,109.44006399999999,1023.36,751.360048,./Cheetah_123.jpg
Cheetah_124,766,1024,Cheetah,0.0,0.0,1020.8,765.3603899999999,./Cheetah_124.jpg
Cheetah_125,768,1024,Cheetah,50.56,97.92,1023.36,767.360256,./Cheetah_125.jpg
Cheetah_126,716,1024,Cheetah,201.6,74.930116,1023.36,715.3598959999999,./Cheetah_126.jpg
Cheetah_127,1024,683,Cheetah,101.87354799999999,140.16,550.372328,986.88,./Cheetah_127.jpg
Cheetah_128,882,1024,Cheetah,0.0,0.0,1023.36,881.3596679999999,./Cheetah_128.jpg
Cheetah_129,768,1024,Cheetah,0.0,0.0,964.48,767.360256,./Cheetah_129.jpg
Cheetah_13,904,1024,Cheetah,213.12,151.093656,599.04,823.33156,./Cheetah_13.jpg
Cheetah_130,680,1024,Cheetah,0.0,0.0,1022.72,678.71956,./Cheetah_130.jpg
Cheetah_131,875,1024,Cheetah,106.88,196.506625,1023.36,872.43975,./Cheetah_131.jpg
Cheetah_14,1024,781,Cheetah,32.034277,24.96,777.796338,1023.36,./Cheetah_14.jpg
Cheetah_15,1024,768,Cheetah,14.932991999999999,532.267008,636.800256,958.932992,./Cheetah_15.jpg
Cheetah_16,683,1024,Cheetah,169.6,134.549634,1001.6,640.7127380000001,./Cheetah_16.jpg
Cheetah_17,576,1024,Cheetah,305.28,22.400064,991.36,575.360064,./Cheetah_17.jpg
Cheetah_18,683,1024,Cheetah,0.0,4.485261,908.8,682.3593460000001,./Cheetah_18.jpg
Cheetah_19,683,1024,Cheetah,145.28,153.130649,954.88,675.9521229999999,./Cheetah_19.jpg
Cheetah_2,682,1024,Cheetah,0.0,138.319148,957.599744,581.2590520000001,./Cheetah_2.jpg
Cheetah_20,680,1024,Cheetah,0.0,229.86787999999999,904.96,514.80216,./Cheetah_20.jpg
Cheetah_21,1024,786,Cheetah,0.0,125.44,640.064952,1022.72,./Cheetah_21.jpg
Cheetah_22,1024,1024,Cheetah,0.0,252.38528,999.0246400000001,1013.4835199999999,./Cheetah_22.jpg
Cheetah_23,768,1024,Cheetah,0.0,162.399744,632.800256,767.199744,./Cheetah_23.jpg
Cheetah_24,683,1024,Cheetah,0.0,63.999832,936.9999359999999,682.000088,./Cheetah_24.jpg
Cheetah_25,983,1024,Cheetah,0.0,56.95796899999999,940.8,982.360067,./Cheetah_25.jpg
Cheetah_26,683,1024,Cheetah,0.0,25.628209000000002,799.36,682.3593460000001,./Cheetah_26.jpg
Cheetah_27,768,1024,Cheetah,421.12,256.640256,887.68,499.839744,./Cheetah_27.jpg
Cheetah_28,1024,869,Cheetah,166.377002,0.0,703.9030349999999,1022.72,./Cheetah_28.jpg
Cheetah_29,661,1024,Cheetah,0.0,99.918743,1020.16,623.850478,./Cheetah_29.jpg
Cheetah_3,681,1024,Cheetah,664.000512,316.09296,822.4,435.327888,./Cheetah_3.jpg
Cheetah_30,683,1024,Cheetah,23.04,32.035432,1023.36,656.0898,./Cheetah_30.jpg
Cheetah_31,924,1024,Cheetah,0.0,71.71718399999999,955.52,923.3596679999999,./Cheetah_31.jpg
Cheetah_32,1024,974,Cheetah,113.345354,112.64,876.6642840000001,1023.36,./Cheetah_32.jpg
Cheetah_33,683,1024,Cheetah,70.4,113.30013799999999,832.64,514.010091,./Cheetah_33.jpg
Cheetah_34,683,1024,Cheetah,285.44,122.901752,512.0,596.584791,./Cheetah_34.jpg
Cheetah_35,768,1024,Cheetah,0.0,151.80672,744.96,767.359488,./Cheetah_35.jpg
Cheetah_36,683,1024,Cheetah,337.92,121.73518799999998,749.44,565.74939,./Cheetah_36.jpg
Cheetah_37,639,1024,Cheetah,146.01113600000002,252.27081,863.8996480000001,587.77776,./Cheetah_37.jpg
Cheetah_38,767,1024,Cheetah,150.787072,46.109739,974.4875519999999,684.9018540000001,./Cheetah_38.jpg
Cheetah_39,811,1024,Cheetah,163.05254399999998,90.636549,1023.212544,810.211708,./Cheetah_39.jpg
Cheetah_4,768,1024,Cheetah,0.0,0.0,1023.36,767.360256,./Cheetah_4.jpg
Cheetah_40,768,1024,Cheetah,354.987008,279.892992,634.88,689.493504,./Cheetah_40.jpg
Cheetah_41,683,1024,Cheetah,0.0,0.0,872.96,629.820937,./Cheetah_41.jpg
Cheetah_42,704,1024,Cheetah,206.72,0.0,1023.36,703.3593599999999,./Cheetah_42.jpg
Cheetah_43,683,1024,Cheetah,248.32,114.046657,1023.36,682.3593460000001,./Cheetah_43.jpg
Cheetah_44,640,1024,Cheetah,353.333248,38.66688,947.999744,639.33312,./Cheetah_44.jpg
Cheetah_45,768,1024,Cheetah,34.56,130.56,591.36,732.800256,./Cheetah_45.jpg
Cheetah_46,689,1024,Cheetah,88.37529599999999,103.830922,974.048256,580.04154,./Cheetah_46.jpg
Cheetah_47,678,1024,Cheetah,448.0,156.215268,1015.04,611.416332,./Cheetah_47.jpg
Cheetah_48,768,1024,Cheetah,159.200256,0.0,1023.2002560000001,767.199744,./Cheetah_48.jpg
Cheetah_49,681,1024,Cheetah,202.88,231.27100500000003,654.08,541.9813409999999,./Cheetah_49.jpg
Cheetah_5,683,1024,Cheetah,187.52,151.706594,877.44,617.7086149999999,./Cheetah_5.jpg
Cheetah_50,680,1024,Cheetah,0.0,154.31240000000003,730.24,580.7533199999999,./Cheetah_50.jpg
Cheetah_51,683,1024,Cheetah,14.72,134.549634,925.44,578.5638359999999,./Cheetah_51.jpg
Cheetah_52,683,1024,Cheetah,282.88,246.674329,1023.36,484.3788190000001,./Cheetah_52.jpg
Cheetah_53,936,1024,Cheetah,90.88,135.726552,1023.36,935.359776,./Cheetah_53.jpg
Cheetah_54,683,1024,Cheetah,64.64,117.89126399999999,871.68,628.539629,./Cheetah_54.jpg
Cheetah_55,768,1024,Cheetah,128.910336,147.18796799999998,940.244992,655.78752,./Cheetah_55.jpg
Cheetah_56,680,1024,Cheetah,39.04,134.4632,874.88,621.7328399999999,./Cheetah_56.jpg
Cheetah_57,683,1024,Cheetah,0.0,82.00029699999999,910.999552,682.000088,./Cheetah_57.jpg
Cheetah_58,679,1024,Cheetah,426.99980800000003,0.0,1022.999552,677.9998330000001,./Cheetah_58.jpg
Cheetah_59,686,1024,Cheetah,81.067008,59.745112,1022.932992,684.93327,./Cheetah_59.jpg
Cheetah_6,927,1024,Cheetah,120.32,53.13564,1023.36,926.359443,./Cheetah_6.jpg
Cheetah_60,681,1024,Cheetah,0.0,35.234939999999995,865.92,680.359179,./Cheetah_60.jpg
Cheetah_61,680,1024,Cheetah,288.248832,142.52936,984.9825279999999,679.2037200000001,./Cheetah_61.jpg
Cheetah_62,683,1024,Cheetah,259.2,131.22274099999998,882.56,447.438764,./Cheetah_62.jpg
Cheetah_63,768,1024,Cheetah,147.2,86.4,1022.4005119999999,766.400256,./Cheetah_63.jpg
Cheetah_64,708,1024,Cheetah,0.0,88.41999599999998,928.0,707.3592600000001,./Cheetah_64.jpg
Cheetah_65,1024,1024,Cheetah,0.0,0.0,1022.4005119999999,1022.4005119999999,./Cheetah_65.jpg
Cheetah_66,768,1024,Cheetah,148.48,0.0,1022.72,766.719744,./Cheetah_66.jpg
Cheetah_67,768,1024,Cheetah,0.0,138.879744,1023.36,767.360256,./Cheetah_67.jpg
Cheetah_68,778,1024,Cheetah,60.837888,8.3246,1023.36,777.3597060000001,./Cheetah_68.jpg
Cheetah_69,660,1024,Cheetah,238.08,263.74392,704.0,628.63218,./Cheetah_69.jpg
Cheetah_7,1024,768,Cheetah,0.0,175.36,636.690432,1023.36,./Cheetah_7.jpg
Cheetah_70,680,1024,Cheetah,1.92,163.27684000000002,837.76,501.99640000000005,./Cheetah_70.jpg
Cheetah_71,1024,768,Cheetah,0.0,105.6,767.360256,1023.36,./Cheetah_71.jpg
Cheetah_72,663,1024,Cheetah,0.0,27.667652999999998,1022.976,661.975002,./Cheetah_72.jpg
Cheetah_73,683,1024,Cheetah,398.72,158.25588100000002,1023.36,682.3593460000001,./Cheetah_73.jpg
Cheetah_74,681,1024,Cheetah,0.0,16.999803,778.999808,680.000292,./Cheetah_74.jpg
Cheetah_75,1024,768,Cheetah,0.0,107.52,767.360256,1023.36,./Cheetah_75.jpg
Cheetah_76,678,1024,Cheetah,0.0,187.586328,630.4,677.359968,./Cheetah_76.jpg
Cheetah_77,683,1024,Cheetah,85.76,136.343875,559.36,618.988557,./Cheetah_77.jpg
Cheetah_78,858,1024,Cheetah,104.32,46.706946,1023.36,857.3599320000001,./Cheetah_78.jpg
Cheetah_79,683,1024,Cheetah,193.422336,113.833561,962.8446720000001,681.577311,./Cheetah_79.jpg
Cheetah_8,768,1024,Cheetah,60.16,442.88025600000003,1023.36,767.360256,./Cheetah_8.jpg
Cheetah_80,683,1024,Cheetah,401.92,0.0,636.8,640.7127380000001,./Cheetah_80.jpg
Cheetah_81,1024,680,Cheetah,64.60952,105.6,548.8620000000001,993.92,./Cheetah_81.jpg
Cheetah_82,768,1024,Cheetah,110.08,0.0,1022.72,766.719744,./Cheetah_82.jpg
Cheetah_83,683,1024,Cheetah,34.56,44.209224,1023.36,682.3593460000001,./Cheetah_83.jpg
Cheetah_84,680,1024,Cheetah,206.72,81.95836,1023.36,679.35944,./Cheetah_84.jpg
Cheetah_85,766,1024,Cheetah,33.92,137.06038,764.8,744.2241519999999,./Cheetah_85.jpg
Cheetah_86,768,1024,Cheetah,0.0,229.99987199999998,871.999488,767.000064,./Cheetah_86.jpg
Cheetah_87,819,1024,Cheetah,0.0,62.705097,1022.72,817.7207219999999,./Cheetah_87.jpg
Cheetah_88,768,1024,Cheetah,0.0,0.0,925.44,733.4399999999999,./Cheetah_88.jpg
Cheetah_89,860,1024,Cheetah,187.52,39.701899999999995,965.12,848.4734199999999,./Cheetah_89.jpg
Cheetah_9,768,1024,Cheetah,29.44,204.800256,846.72,611.199744,./Cheetah_9.jpg
Cheetah_90,768,1024,Cheetah,243.2,0.0,1022.72,766.719744,./Cheetah_90.jpg
Cheetah_91,768,1024,Cheetah,42.24,34.56,696.32,765.440256,./Cheetah_91.jpg
Cheetah_92,926,1024,Cheetah,123.52,131.18827199999998,1023.36,925.360134,./Cheetah_92.jpg
Cheetah_93,683,1024,Cheetah,117.12,146.723426,1023.36,682.3593460000001,./Cheetah_93.jpg
Cheetah_94,717,1024,Cheetah,177.92,174.284058,647.04,698.418228,./Cheetah_94.jpg
Cheetah_95,768,1024,Cheetah,0.0,53.120256,963.2,767.360256,./Cheetah_95.jpg
Cheetah_96,941,768,Cheetah,106.43788800000002,140.56187500000001,758.591232,940.411875,./Cheetah_96.jpg
Cheetah_97,802,1024,Cheetah,104.32,19.842282,1023.36,801.360004,./Cheetah_97.jpg
Cheetah_98,683,1024,Cheetah,0.0,41.646608,931.84,682.3593460000001,./Cheetah_98.jpg
Cheetah_99,685,1024,Cheetah,0.0,112.56742,513.28,684.36021,./Cheetah_99.jpg
Crocodile_0,682,1024,Crocodile,0.0,63.977738,1013.76,680.720568,./Crocodile_0.jpg
Crocodile_1,680,1024,Crocodile,0.0,56.32507999999999,693.248,570.4214,./Crocodile_1.jpg
Crocodile_10,683,1024,Crocodile,80.0,0.0,744.96,682.3593460000001,./Crocodile_10.jpg
Crocodile_100,681,1024,Crocodile,238.08,124.167411,766.08,494.109084,./Crocodile_100.jpg
Crocodile_101,712,1024,Crocodile,0.0,37.136496,531.2,555.129312,./Crocodile_101.jpg
Crocodile_102,768,1024,Crocodile,158.999552,197.999616,935.999488,314.99980800000003,./Crocodile_102.jpg
Crocodile_103,682,1024,Crocodile,0.0,136.4,853.12,680.719204,./Crocodile_103.jpg
Crocodile_104,768,1024,Crocodile,0.0,0.0,553.6,766.08,./Crocodile_104.jpg
Crocodile_105,683,1024,Crocodile,0.0,28.832162,1023.36,580.4857979999999,./Crocodile_105.jpg
Crocodile_106,481,1024,Crocodile,122.88,110.162468,676.48,302.306095,./Crocodile_106.jpg
Crocodile_107,768,1024,Crocodile,293.12,362.240256,736.64,431.36025600000005,./Crocodile_107.jpg
Crocodile_11,680,1024,Crocodile,201.6,15.367320000000001,1023.36,605.08508,./Crocodile_11.jpg
Crocodile_12,622,1024,Crocodile,270.72,292.44262999999995,875.52,573.366442,./Crocodile_12.jpg
Crocodile_13,768,1024,Crocodile,273.60051200000004,128.000256,876.8,491.199744,./Crocodile_13.jpg
Crocodile_14,768,1024,Crocodile,0.0,262.400256,784.64,593.28,./Crocodile_14.jpg
Crocodile_15,289,1024,Crocodile,0.0,7.899815,1022.025728,281.100185,./Crocodile_15.jpg
Crocodile_16,755,1024,Crocodile,0.0,86.377285,978.56,754.3605150000001,./Crocodile_16.jpg
Crocodile_17,768,1024,Crocodile,83.2,246.399744,1023.36,735.999744,./Crocodile_17.jpg
Crocodile_18,704,1024,Crocodile,0.0,1.3038079999999999,992.7127039999999,703.348096,./Crocodile_18.jpg
Crocodile_19,731,1024,Crocodile,0.0,0.0,1023.36,730.359644,./Crocodile_19.jpg
Crocodile_2,683,1024,Crocodile,213.12,105.076818,938.24,570.2346509999999,./Crocodile_2.jpg
Crocodile_20,683,1024,Crocodile,256.0,79.99979,1022.999552,293.00016999999997,./Crocodile_20.jpg
Crocodile_21,768,1024,Crocodile,232.96,186.879744,1023.36,602.240256,./Crocodile_21.jpg
Crocodile_22,768,1024,Crocodile,253.44,451.20000000000005,890.88,581.1202559999999,./Crocodile_22.jpg
Crocodile_23,768,1024,Crocodile,0.0,0.0,1023.36,767.360256,./Crocodile_23.jpg
Crocodile_24,768,1024,Crocodile,0.0,172.160256,926.72,767.360256,./Crocodile_24.jpg
Crocodile_25,768,1024,Crocodile,71.04,214.400256,1023.36,767.360256,./Crocodile_25.jpg
Crocodile_26,683,1024,Crocodile,172.16,0.0,1023.36,682.3593460000001,./Crocodile_26.jpg
Crocodile_27,683,1024,Crocodile,0.0,0.0,1023.36,682.3593460000001,./Crocodile_27.jpg
Crocodile_28,1024,683,Crocodile,0.0,202.24,677.874085,910.72,./Crocodile_28.jpg
Crocodile_29,683,1024,Crocodile,36.48,237.063836,771.2,409.415471,./Crocodile_29.jpg
Crocodile_3,768,1024,Crocodile,339.2,26.880000000000003,918.4,657.920256,./Crocodile_3.jpg
Crocodile_30,732,1024,Crocodile,39.04,211.52384400000003,1023.36,600.59868,./Crocodile_30.jpg
Crocodile_31,1024,768,Crocodile,8.799744,142.399488,699.2002560000001,959.2002560000001,./Crocodile_31.jpg
Crocodile_32,768,1024,Crocodile,0.0,25.599744,1023.36,730.239744,./Crocodile_32.jpg
Crocodile_33,685,1024,Crocodile,0.0,0.0,916.48,642.786875,./Crocodile_33.jpg
Crocodile_34,683,1024,Crocodile,0.0,0.0,1024.0,683.0,./Crocodile_34.jpg
Crocodile_35,683,1024,Crocodile,293.12,160.17852599999998,1023.36,430.559102,./Crocodile_35.jpg
Crocodile_36,1024,1024,Crocodile,59.333631999999994,382.00012799999996,954.0003839999999,720.0,./Crocodile_36.jpg
Crocodile_37,685,1024,Crocodile,184.96,198.912355,1023.36,483.52917,./Crocodile_37.jpg
Crocodile_38,683,1024,Crocodile,172.8,148.004734,1023.36,517.055588,./Crocodile_38.jpg
Crocodile_39,768,1024,Crocodile,0.0,0.0,976.0,766.933248,./Crocodile_39.jpg
Crocodile_4,682,1024,Crocodile,0.0,0.0,1023.36,681.3602840000001,./Crocodile_4.jpg
Crocodile_40,680,1024,Crocodile,0.0,0.0,996.7994880000001,600.00004,./Crocodile_40.jpg
Crocodile_41,1024,683,Crocodile,0.0,0.0,682.3593460000001,956.16,./Crocodile_41.jpg
Crocodile_42,768,1024,Crocodile,33.28,142.50700799999998,1023.147008,767.1467519999999,./Crocodile_42.jpg
Crocodile_43,768,1024,Crocodile,258.56,183.03974399999998,1023.36,652.160256,./Crocodile_43.jpg
Crocodile_44,680,1024,Crocodile,0.0,0.0,1023.36,679.35944,./Crocodile_44.jpg
Crocodile_45,682,1024,Crocodile,1.28,139.471046,867.2,681.3602840000001,./Crocodile_45.jpg
Crocodile_46,476,1024,Crocodile,0.0,0.0,998.4,464.468424,./Crocodile_46.jpg
Crocodile_47,1024,1024,Crocodile,0.0,153.6,1022.4005119999999,761.6,./Crocodile_47.jpg
Crocodile_48,683,1024,Crocodile,46.999552,369.00031200000006,981.000192,558.9999839999999,./Crocodile_48.jpg
Crocodile_49,683,1024,Crocodile,0.0,133.90897999999999,809.6,481.816203,./Crocodile_49.jpg
Crocodile_5,768,1024,Crocodile,0.0,214.400256,1023.36,767.360256,./Crocodile_5.jpg
Crocodile_50,683,1024,Crocodile,0.0,0.0,1007.36,514.492289,./Crocodile_50.jpg
